FID,STOPID,NAME,TOWN,0730_0930,1200_1400,1500_1830,2000_2100,x,y,z,PhotoF,PhotoS
100,10120,Church Street Balm Road,Hunslet,2,3,1,1,430961,431363,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10120&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10120&view=side
101,10122,Lock Lane Hunt Street,Castleford,5,6,3,3,442900,426131,10,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10122&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10122&view=side
102,10123,Station Road Station Terrace,Allerton Bywater,1,3,3,1,442292,427633,10,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10123&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10123&view=side
103,10124,Station Road Robinson Street,Allerton Bywater,3,3,1,1,441970,427642,10,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10124&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10124&view=side
104,10125,Station Road Robinson Street,Allerton Bywater,1,3,3,1,441945,427705,10,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10125&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10125&view=side
105,10126,Allerton Bywater Church,Allerton Bywater,1,3,3,1,441743,427878,10,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10126&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10126&view=side
106,10127,Park Lane Millennium Village,Allerton Bywater,3,3,3,2,442142,428096,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10127&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10127&view=side
107,10128,Park Lane Park Avenue,Allerton Bywater,3,3,3,2,442460,428082,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10128&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10128&view=side
108,10129,Park Lane Park Avenue,Allerton Bywater,2,3,2,2,442460,428069,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10129&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10129&view=side
109,10130,White Horse,Ledston,0,1,1,0,443363,428586,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10130&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10130&view=side
110,10131,Great North Road East View,Micklefield,2,1,1,1,444516,432455,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10131&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10131&view=side
111,10132,Great North Road East View,Micklefield,1,1,1,0,444494,432468,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10132&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10132&view=side
112,10133,Great North Road Pit Lane,Micklefield,1,1,1,0,444436,432677,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10133&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10133&view=side
113,10134,Great North Road Garden Village,Micklefield,2,1,1,1,444426,432814,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10134&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10134&view=side
114,10135,Great North Road Garden Village,Micklefield,1,1,1,0,444402,432898,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10135&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10135&view=side
115,10136,Great North Road Hicks Memorial School,Micklefield,2,1,1,1,444334,433461,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10136&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10136&view=side
116,10137,Great North Road Churchville Drive,Micklefield,1,1,2,0,444303,433495,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10137&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10137&view=side
117,10138,Church Lane Hallfield Avenue,Micklefield,1,1,1,0,443869,433465,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10138&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10138&view=side
118,10139,Church Lane Hallfield Avenue,Micklefield,2,1,1,1,443859,433477,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10139&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10139&view=side
119,10140,Ledston Luck,Ledston Luck,2,1,1,0,443028,430664,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10140&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10140&view=side
120,10141,Ridge Road Villas,Ledston Luck,0,0,0,0,442889,430671,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10141&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10141&view=side
121,10142,Selby Road North Drive,Garforth,0,1,1,0,441638,431823,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10142&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10142&view=side
122,10143,Goody Cross Lane The Grove,Little Preston,1,2,1,1,438914,430575,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10143&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10143&view=side
123,10144,Whitehouse Lane Whitehouse Crescent,Great Preston,1,2,1,1,439989,429798,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10144&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10144&view=side
124,10145,Preston Lane Berry Lane,Great Preston,1,1,1,1,440178,429524,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10145&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10145&view=side
125,10146,Preston Lane Brigshaw Lane,Great Preston,4,5,3,3,440481,429044,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10146&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10146&view=side
126,10147,Preston Lane Brigshaw Drive,Great Preston,6,5,3,3,440641,428842,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10147&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10147&view=side
127,10148,Preston Lane Brigshaw Drive,Woodend,4,5,3,3,440677,428768,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10148&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10148&view=side
128,10149,Leeds Road King Edward Avenue,Great Preston,6,6,4,3,440782,428640,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10149&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10149&view=side
129,10150,Leeds Road Ninevah Lane,Allerton Bywater,6,6,4,3,440869,428515,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10150&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10150&view=side
130,10151,Leeds Road Ninevah Lane,Allerton Bywater,5,6,3,3,440891,428467,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10151&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10151&view=side
131,10152,Leeds Road Westfield Grove,Allerton Bywater,6,6,4,3,441104,428333,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10152&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10152&view=side
132,10153,Leeds Road Westfield Grove,Allerton Bywater,5,6,3,3,441104,428321,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10153&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10153&view=side
133,10154,Leeds Road Manor Park Avenue,Allerton Bywater,5,6,3,3,441502,428045,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10154&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10154&view=side
134,10155,Leeds Road Blands Avenue,Allerton Bywater,6,6,5,3,441307,428177,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10155&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10155&view=side
135,10156,Leeds Road Blands Avenue,Allerton Bywater,5,6,3,3,441259,428208,20,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10156&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10156&view=side
136,10157,Bowers Row,Great Preston,1,1,1,0,440125,428763,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10157&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10157&view=side
137,10158,Astley Lane Park Grove,Swillington,1,1,1,0,438565,429957,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10158&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10158&view=side
138,10159,Astley Lane Astley Avenue,Swillington,1,1,1,0,438547,430138,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10159&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10159&view=side
139,10160,Astley Lane Park Avenue,Swillington,1,1,1,0,438525,430205,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10160&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10160&view=side
140,10161,Great Preston Corner,Great Preston,4,5,4,2,440258,429565,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10161&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10161&view=side
141,10162,Berry Lane,Great Preston,4,5,2,2,440446,429625,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10162&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10162&view=side
142,10163,Station Road Glencoe Terrace,Great Preston,4,5,2,2,440770,429742,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10163&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10163&view=side
143,10164,Station Road Helena Street,Kippax,4,5,2,2,441001,429884,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10164&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10164&view=side
144,10165,Station Road The Drive,Kippax,4,5,2,2,441116,429949,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10165&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10165&view=side
145,10166,Station Road Rockwood Avenue,Kippax,4,5,4,2,441099,429930,30,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10166&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10166&view=side
146,10167,Butt Hill Brigshaw Lane,Kippax,4,5,4,2,441386,430015,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10167&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10167&view=side
147,10168,Kippax Cross Hills,Kippax,4,5,2,2,441547,430244,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10168&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10168&view=side
148,10171,Valley Road Valley Ridge,Kippax,1,1,2,0,440959,431183,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10171&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10171&view=side
149,10172,Valley Road Valley Ridge,Kippax Common,1,1,1,0,440968,431209,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10172&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10172&view=side
150,10173,Valley Road Birch Road,Kippax Common,1,1,2,0,441246,430916,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10173&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10173&view=side
151,10174,Leeds Road Post Office,Kippax,3,4,4,2,441307,431047,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10174&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10174&view=side
152,10175,Leeds Road Calvert Close,Kippax,3,4,4,2,441173,431262,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10175&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10175&view=side
153,10176,Leeds Road Brexdale Avenue,Kippax,5,5,3,2,440959,431373,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10176&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10176&view=side
154,10177,Leeds Road Brecks Lane,Kippax,5,5,3,2,440875,431421,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10177&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10177&view=side
155,10178,Selby Road Ninelands Lane,Garforth,0,0,0,0,441003,432052,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10178&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10178&view=side
156,10179,Longdike Lane,Kippax,0,0,0,0,442697,429716,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10179&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10179&view=side
157,10180,Gibson Lane,Kippax,4,4,2,2,441995,430374,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10180&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10180&view=side
158,10181,Gibson Lane Pondfield Drive,Kippax,4,4,2,2,442040,430606,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10181&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10181&view=side
159,10182,Gibson Lane Sandgate Drive,Kippax,3,4,4,2,442055,430613,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10182&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10182&view=side
160,10183,Rutland Close,Kippax,4,4,4,2,441510,430759,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10183&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10183&view=side
161,10184,Leeds Road Ebor Mount,Kippax,5,4,3,2,441480,430792,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10184&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10184&view=side
162,10185,Ninelands Lane Hazelwood Avenue,Garforth,3,2,2,2,441098,432367,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10185&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10185&view=side
163,10186,Ninelands Lane Derwent Avenue,Garforth,1,2,2,2,441088,432423,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10186&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10186&view=side
164,10187,St Marys Church,Garforth,4,4,2,2,441007,433126,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10187&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10187&view=side
165,10188,Church Lane Grange Avenue,Garforth,4,4,2,2,440765,433071,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10188&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10188&view=side
166,10190,Wakefield Road Barleyhill Road,Garforth,4,4,2,2,439818,433177,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10190&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10190&view=side
167,10191,Wakefield Road Barleyhill Road,Garforth,4,4,4,2,439848,433207,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10191&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10191&view=side
168,10192,Wakefield Road Ringway,Garforth,4,4,3,2,439389,432761,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10192&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10192&view=side
169,10193,Garforth Bridge,Garforth,4,4,2,2,439376,432543,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10193&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10193&view=side
170,10194,Garforth Bridge,Garforth,4,4,3,2,439349,432479,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10194&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10194&view=side
171,10195,Lidgett Lane Beech Grove Terrace,Garforth,5,5,4,1,440358,432921,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10195&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10195&view=side
172,10196,Main Street,Garforth,10,10,9,3,440385,433138,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10196&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10196&view=side
173,10197,Main Street Fidler Lane,Garforth,10,10,8,3,440399,433177,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10197&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10197&view=side
174,10199,Aberford Road Ash Lane,Garforth,4,5,4,1,441274,433575,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10199&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10199&view=side
175,10200,Main St Chapel Lane,Barwick In Elmet,3,2,1,1,439976,437145,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10200&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10200&view=side
176,10201,Cattle Lane Main Street,Aberford,3,2,2,1,443303,437243,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10201&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10201&view=side
177,10202,Main Street Rein Court,Aberford,3,2,2,1,443414,437885,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10202&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=10202&view=side
